SectionId,NumOfTickets,Date
sec_side_28_side,7,3/17/1979 9:18:51 PM
sec_side_36_side,8,5/2/1982 10:42:52 PM
sec_pref_28_pref,4,2/8/1979 4:15:33 AM
sec_corner_4_corner,10,2/5/1971 5:26:51 AM
sec_end_1_end,7,9/4/1982 6:11:03 PM
sec_club_30_club,2,11/18/1945 10:46:05 AM
sec_pref_32_pref,4,11/23/1943 7:48:47 PM
sec_end_40_end,2,3/5/2011 10:12:01 AM
sec_side_9_side,7,7/14/1996 1:39:57 AM
sec_club_33_club,10,7/23/1943 5:55:54 AM
sec_side_9_side,5,6/2/1950 5:01:59 AM
sec_end_21_end,9,9/24/1979 3:24:41 PM
sec_side_14_side,7,1/31/2018 5:31:39 PM
sec_corner_17_corner,7,8/26/1979 12:59:25 PM
sec_corner_4_corner,1,11/12/1953 9:38:30 PM
sec_pref_31_pref,7,2/23/1988 2:56:36 PM
sec_end_1_end,1,6/8/1947 8:55:06 PM
sec_side_16_side,4,1/6/1964 10:01:44 AM
sec_corner_4_corner,3,4/6/1995 10:47:13 AM
sec_cb_cb,9,9/11/1957 8:57:48 PM
sec_club_31_club,4,12/1/1994 5:31:21 PM
sec_side_15_side,2,4/1/1941 9:09:33 AM
sec_side_16_side,2,5/29/1977 9:01:53 PM
sec_side_34_side,2,8/3/1982 9:55:36 AM
sec_pref_28_pref,5,3/30/2004 4:37:54 AM
sec_pref_32_pref,6,7/27/1977 7:44:24 PM
sec_side_36_side,6,9/10/1952 3:29:54 AM
sec_end_2_end,1,6/28/1987 5:14:53 PM
sec_pref_28_pref,3,6/7/1944 7:58:26 AM
sec_clb_aut_clb_aut,9,10/24/1976 6:36:42 AM
sec_corner_5_corner,7,8/19/1996 1:20:07 AM
sec_club_29_club,4,7/12/1991 11:29:43 AM
sec_pref_32_pref,3,3/15/1993 11:16:43 AM
sec_side_7_side,1,12/31/1952 6:51:28 AM
sec_club_32_club,9,1/25/1975 2:55:30 PM
sec_cb_cb,9,8/12/1971 4:00:44 AM
sec_corner_38_corner,8,1/30/1949 12:11:03 PM
sec_side_7_side,2,1/6/1976 10:09:34 PM
sec_corner_5_corner,6,9/17/1953 1:14:42 AM
sec_club_30_club,5,10/7/1940 9:33:37 PM
sec_club_31_club,7,9/11/1972 5:05:58 PM
sec_end_22_end,2,11/12/1995 5:57:41 PM
sec_side_9_side,8,1/5/1975 3:30:49 AM
sec_end_1_end,9,6/12/1965 3:49:36 AM
sec_side_27_side,6,10/4/1980 3:00:28 AM
sec_side_26_side,2,2/14/1976 12:49:07 PM
sec_pref_28_pref,8,8/6/1977 12:18:52 PM
sec_club_29_club,2,7/5/1973 11:25:58 AM
sec_pref_28_pref,6,3/15/2000 7:08:12 AM
sec_corner_18_corner,7,1/2/2005 10:13:55 AM
sec_end_2_end,4,6/1/1974 6:41:20 AM
sec_pref_32_pref,3,12/2/1984 4:48:05 AM
sec_side_15_side,1,5/7/2000 7:56:34 AM
sec_club_32_club,9,3/8/1993 5:58:25 PM
sec_side_16_side,9,9/19/2014 3:10:21 PM
sec_corner_6_corner,2,7/27/2014 10:47:28 PM
sec_side_36_side,10,9/14/1966 8:42:49 PM
sec_side_7_side,1,11/30/1996 2:53:41 PM
sec_pref_31_pref,1,11/30/1948 9:36:46 PM
sec_side_29_side,2,9/19/2004 11:45:53 AM
sec_side_13_side,3,1/3/1967 7:23:47 PM
sec_corner_37_corner,1,8/2/1987 9:37:12 PM
sec_pref_34_pref,10,3/29/1948 1:52:15 PM
sec_pref_30_pref,2,11/24/2004 7:41:27 PM
sec_end_1_end,5,3/5/2016 6:33:59 PM
sec_cb_cb,7,1/3/1952 4:21:53 AM
sec_side_27_side,2,12/9/1989 7:15:20 PM
sec_side_33_side,8,10/11/1947 1:03:58 AM
sec_side_7_side,5,7/20/1981 8:33:13 AM
sec_pref_34_pref,1,12/14/1990 6:05:00 AM
sec_corner_37_corner,4,2/28/1945 2:00:21 AM
sec_club_32_club,2,5/18/2014 1:03:17 PM
sec_end_21_end,3,2/23/1983 5:37:47 AM
sec_side_16_side,1,10/23/1983 11:00:56 AM
sec_side_10_side,2,12/25/1983 5:40:24 AM
sec_corner_18_corner,8,10/21/1953 2:32:40 AM
sec_club_30_club,1,11/6/1984 6:46:35 AM
sec_corner_6_corner,5,6/15/1942 7:09:06 AM
sec_pref_28_pref,7,11/26/1976 1:06:13 PM
sec_corner_3_corner,1,10/13/1962 4:14:50 AM
sec_side_14_side,1,9/11/1986 11:46:32 AM
sec_side_15_side,9,1/8/2007 12:55:22 AM
sec_club_30_club,1,11/4/1960 3:34:55 PM
sec_corner_25_corner,4,3/13/2005 1:31:16 PM
sec_end_20_end,10,1/14/1957 7:30:27 PM
sec_corner_38_corner,7,9/7/2014 6:42:45 PM
sec_end_20_end,3,5/21/1975 11:57:48 AM
sec_corner_38_corner,10,7/23/2010 1:06:39 AM
sec_club_30_club,4,7/28/1945 9:01:21 AM
sec_side_14_side,7,12/14/2013 12:29:55 AM
sec_side_16_side,6,7/22/1973 1:38:19 PM
sec_side_14_side,4,9/18/2001 9:28:15 AM
sec_club_30_club,9,11/12/1967 2:46:51 PM
sec_club_29_club,5,12/5/1990 12:27:14 PM
sec_side_11_side,8,12/22/1962 10:00:58 PM
sec_end_1_end,4,12/12/1979 8:37:41 PM
sec_side_13_side,3,2/16/2005 3:59:57 AM
sec_side_36_side,5,2/7/1973 12:53:37 PM
sec_corner_5_corner,2,5/6/1990 12:37:21 AM
sec_side_16_side,4,9/29/1990 8:02:37 PM
sec_corner_18_corner,1,10/7/1991 3:20:23 PM
sec_corner_6_corner,3,11/13/1955 9:48:17 AM
sec_pref_31_pref,6,7/15/1961 9:16:55 AM
sec_end_22_end,10,11/30/1988 8:42:53 PM
sec_corner_5_corner,6,10/5/1974 10:13:59 PM
sec_corner_25_corner,6,4/11/1947 10:20:43 AM
sec_corner_18_corner,8,1/22/1989 3:08:43 PM
sec_pref_28_pref,7,1/14/1966 5:59:09 PM
sec_side_11_side,5,1/6/1980 8:43:23 AM
sec_side_28_side,9,5/14/1961 9:07:39 PM
sec_end_2_end,4,8/14/1975 6:13:44 PM
sec_side_13_side,1,12/21/1954 1:24:57 AM
sec_corner_39_corner,8,6/21/1940 3:56:27 PM
sec_club_32_club,7,8/10/1966 7:45:22 PM
sec_club_33_club,2,7/30/1956 7:21:41 PM
sec_corner_6_corner,6,7/4/1989 2:43:45 AM
sec_side_16_side,5,6/1/1961 10:01:23 PM
sec_corner_19_corner,3,5/25/1958 4:20:14 AM
sec_end_21_end,6,3/9/2016 3:27:49 AM
sec_side_13_side,3,9/5/1963 10:19:56 AM
sec_corner_4_corner,6,4/21/1946 1:48:00 AM
sec_corner_4_corner,7,1/11/2010 10:45:36 AM
sec_side_9_side,7,2/24/1975 10:52:49 AM
sec_corner_6_corner,5,5/20/1963 10:54:07 AM
sec_side_33_side,4,3/6/1987 3:19:34 PM
sec_pref_32_pref,3,7/13/1987 7:59:10 AM
sec_corner_23_corner,9,12/27/1974 8:58:26 AM
sec_pref_30_pref,2,6/30/1996 2:44:59 PM
sec_club_32_club,8,4/15/1959 1:42:28 AM
sec_corner_19_corner,6,3/1/1981 1:06:40 PM
sec_corner_4_corner,8,12/3/2009 6:59:33 PM
sec_side_34_side,8,1/16/1985 7:05:34 PM
sec_end_20_end,5,7/6/1970 6:59:27 PM
sec_pref_30_pref,7,7/4/1996 8:31:52 AM
sec_sro_sro,8,5/2/1986 6:05:29 PM
sec_side_15_side,5,3/8/2000 8:43:22 PM
sec_club_33_club,8,9/17/1985 7:56:44 PM
sec_side_15_side,3,1/11/1941 5:14:55 AM
sec_pref_28_pref,1,5/18/1944 9:40:50 PM
sec_corner_37_corner,8,4/30/1984 5:03:48 PM
sec_end_21_end,7,4/24/1953 5:26:20 AM
sec_pref_28_pref,9,8/6/2014 6:14:54 AM
sec_side_7_side,9,5/1/1949 4:46:44 PM
sec_cb_cb,8,12/28/1969 2:53:55 AM
sec_side_7_side,10,3/29/2011 10:52:36 PM
sec_side_15_side,7,8/26/1991 12:07:41 AM
sec_corner_19_corner,2,2/4/1941 3:50:11 PM
sec_corner_39_corner,8,4/1/1941 4:20:44 AM
sec_side_14_side,9,8/3/1982 1:30:51 PM
sec_side_35_side,6,1/12/1948 1:14:38 AM
sec_club_30_club,3,3/26/2005 7:13:18 AM
sec_side_10_side,3,5/1/1961 1:55:38 AM
sec_side_12_side,10,8/5/2011 8:46:58 AM
sec_club_30_club,6,7/3/1984 12:49:54 PM
sec_cb_cb,2,8/17/2001 2:53:08 PM
sec_club_30_club,3,9/18/1995 6:36:41 AM
sec_club_29_club,10,2/29/1984 2:51:01 AM
sec_side_15_side,8,7/12/2004 12:13:02 PM
sec_club_30_club,9,5/3/1950 8:21:49 PM
sec_club_31_club,4,4/19/2012 4:11:47 AM
sec_club_31_club,10,6/30/1943 2:51:48 PM
sec_club_30_club,7,11/19/1964 2:12:13 PM
sec_side_27_side,10,1/23/1990 3:38:19 AM
sec_pref_32_pref,5,12/14/1954 2:17:05 PM
sec_corner_4_corner,6,9/25/1976 3:59:40 AM
sec_pref_31_pref,2,1/10/2011 7:43:09 PM
sec_side_11_side,4,9/10/1980 12:56:32 AM
sec_corner_17_corner,7,3/8/1994 2:28:53 PM
sec_end_21_end,6,10/28/2000 9:33:20 PM
sec_side_16_side,1,6/27/1973 5:04:45 AM
sec_corner_4_corner,10,5/30/2007 5:04:54 AM
sec_side_14_side,7,10/30/2002 9:39:16 AM
sec_side_12_side,6,7/24/1962 8:05:50 AM
sec_club_30_club,8,2/4/1976 5:06:23 PM
sec_side_7_side,2,12/8/1981 11:36:19 AM
sec_side_11_side,3,12/18/1954 2:01:32 PM
sec_side_27_side,10,2/1/2012 3:37:03 AM
sec_side_29_side,3,8/15/1973 12:42:52 PM
sec_side_10_side,3,7/19/1984 6:19:00 PM
sec_side_27_side,7,8/27/1995 10:52:49 AM
sec_corner_39_corner,1,4/13/1971 9:12:43 PM
sec_end_40_end,4,7/17/2000 12:06:17 PM
sec_side_11_side,1,8/10/2011 12:19:43 AM
sec_corner_25_corner,10,9/3/1947 7:57:59 AM
sec_pref_32_pref,3,11/16/2013 3:47:41 AM
sec_pref_32_pref,7,2/23/1998 9:12:02 AM
sec_side_9_side,8,5/25/1959 2:34:52 PM
sec_side_14_side,7,7/1/1975 8:36:47 AM
sec_corner_23_corner,1,1/23/2014 12:49:22 AM
sec_club_30_club,3,8/27/1957 10:20:48 PM
sec_end_20_end,4,8/20/1941 3:32:32 PM
sec_corner_37_corner,5,2/21/1942 4:29:32 AM
sec_side_13_side,3,11/26/1943 1:32:03 AM
sec_pref_32_pref,6,1/14/1998 9:51:01 PM
sec_end_22_end,10,9/26/2006 3:10:23 PM
sec_side_9_side,2,3/22/1968 11:04:58 AM
sec_corner_39_corner,6,11/23/1981 10:54:59 AM
sec_clb_aut_clb_aut,1,5/15/1977 11:06:10 AM
sec_end_2_end,10,1/9/2014 8:33:32 AM
sec_corner_4_corner,1,8/28/1943 3:40:31 PM
sec_pref_30_pref,1,4/18/1979 10:08:25 PM
sec_corner_4_corner,4,6/19/1990 10:04:01 PM
sec_side_36_side,10,11/19/1993 8:25:18 PM
sec_corner_17_corner,6,1/23/2011 2:40:17 AM
sec_corner_5_corner,6,3/22/1948 7:09:59 PM
sec_club_31_club,6,7/29/1956 1:53:45 AM
sec_pref_32_pref,6,5/5/1944 6:11:49 PM
sec_corner_4_corner,4,5/10/1967 7:08:33 AM
sec_sro_sro,2,7/17/2016 12:49:19 AM
sec_corner_6_corner,4,1/9/2010 4:30:08 AM
sec_club_31_club,6,12/1/1951 12:16:25 AM
sec_end_40_end,6,3/11/1944 10:22:48 AM
sec_side_8_side,9,12/25/1967 1:35:43 AM
sec_sro_sro,3,11/30/2003 3:27:30 AM
sec_pref_34_pref,5,7/13/1957 12:55:22 AM
sec_side_36_side,9,4/27/1968 10:21:17 PM
sec_corner_6_corner,4,5/15/2015 6:22:40 AM
sec_corner_4_corner,9,9/25/1978 2:32:01 PM
sec_side_28_side,10,6/12/2015 7:18:34 AM
sec_end_1_end,2,8/31/1995 3:46:18 AM
sec_corner_24_corner,7,3/8/1998 6:18:08 PM
sec_end_2_end,3,12/11/1968 4:51:33 PM
sec_corner_37_corner,9,8/29/1955 5:07:30 AM
sec_side_14_side,9,10/20/2009 1:08:57 AM
sec_side_16_side,2,3/20/1970 12:31:47 AM
sec_corner_6_corner,8,10/7/2007 4:50:44 AM
sec_side_36_side,8,7/2/1972 12:57:17 AM
sec_side_26_side,5,10/3/1999 2:49:27 PM
sec_pref_30_pref,1,2/6/1982 4:33:22 PM
sec_side_10_side,6,6/4/2017 8:18:39 AM
sec_end_2_end,3,11/8/2013 6:19:57 PM
sec_side_12_side,3,11/6/1976 7:01:44 PM
sec_corner_5_corner,9,8/5/1948 5:11:57 AM
sec_pref_28_pref,7,2/23/1982 4:59:09 PM
sec_pref_32_pref,6,8/19/1977 6:34:17 AM
sec_club_30_club,4,2/9/1977 8:03:45 PM
sec_side_7_side,6,10/12/1980 2:39:52 AM
sec_side_35_side,2,12/24/2014 2:59:37 PM
sec_side_16_side,1,9/25/1941 9:49:50 AM
sec_club_29_club,1,4/8/1984 1:27:45 AM
sec_end_21_end,6,8/2/1940 8:38:08 AM
sec_end_22_end,6,2/17/2006 12:54:53 AM
sec_corner_25_corner,8,2/8/2017 1:41:41 PM
sec_side_9_side,7,8/4/1979 3:39:36 PM
sec_pref_32_pref,1,12/22/1998 2:25:59 AM
sec_pref_32_pref,4,6/11/1981 8:15:57 PM
sec_sro_sro,5,5/17/1941 6:25:26 PM
sec_side_12_side,1,12/5/2010 4:13:14 PM
sec_cb_cb,5,4/13/1942 6:36:15 AM
sec_side_35_side,1,11/7/1979 12:22:59 PM
sec_pref_31_pref,5,12/30/1986 11:59:08 AM
sec_side_15_side,4,2/9/1985 12:06:22 PM
sec_corner_25_corner,4,7/15/1994 6:24:23 PM
sec_side_35_side,5,12/14/1964 8:58:53 PM
sec_side_8_side,2,7/22/1973 9:07:19 PM
sec_corner_24_corner,1,1/22/1971 9:51:19 AM
sec_club_32_club,3,7/20/1990 3:39:27 PM
sec_side_12_side,3,5/29/1969 3:06:25 PM
sec_corner_38_corner,2,7/4/1970 6:28:13 AM
sec_pref_32_pref,10,5/13/1995 2:06:48 PM
sec_club_31_club,5,5/12/1962 7:08:32 AM
sec_end_1_end,1,5/18/1971 11:51:22 AM
sec_side_9_side,2,2/5/1958 4:17:57 AM
sec_side_28_side,6,10/1/1942 4:03:44 PM
sec_side_9_side,2,8/3/1989 9:23:08 PM
sec_pref_30_pref,9,10/5/2009 7:12:36 AM
sec_cb_cb,1,10/12/1959 2:36:59 AM
sec_side_8_side,1,5/23/1952 1:27:51 AM
sec_corner_17_corner,9,2/23/1942 12:18:09 AM
sec_pref_32_pref,1,11/12/1940 6:43:45 PM
sec_club_30_club,2,11/4/1986 12:22:00 PM
sec_clb_aut_clb_aut,2,12/30/2018 10:22:41 PM
sec_side_14_side,7,12/15/1955 1:45:18 PM
sec_end_22_end,8,4/2/2012 12:11:14 AM
sec_corner_4_corner,10,12/27/1966 9:01:38 AM
sec_pref_34_pref,3,12/2/1975 1:28:39 AM
sec_cb_cb,2,3/21/2000 7:50:55 PM
sec_corner_38_corner,1,2/18/2016 12:05:26 AM
sec_side_13_side,9,1/19/1945 1:38:58 PM
sec_side_27_side,4,7/16/1966 6:13:15 PM
sec_corner_5_corner,3,11/23/2015 8:48:48 AM
sec_pref_34_pref,6,11/27/1994 3:26:27 PM
sec_club_32_club,1,7/25/1971 5:56:37 PM
sec_pref_32_pref,7,12/18/2017 1:31:25 PM
sec_side_28_side,6,2/2/1986 6:50:10 PM
sec_corner_17_corner,2,7/28/1973 3:17:56 AM
sec_pref_31_pref,2,12/17/1975 1:08:18 PM
sec_side_29_side,4,10/28/1996 6:31:36 AM
sec_corner_6_corner,6,5/27/1968 12:59:38 PM
sec_side_36_side,1,8/20/1958 9:18:03 AM
sec_corner_19_corner,1,10/23/2016 12:17:29 PM
sec_corner_6_corner,2,1/27/1961 12:11:27 PM
sec_pref_34_pref,5,1/18/2014 5:50:52 PM
sec_pref_32_pref,6,2/21/1969 8:59:09 PM
sec_club_29_club,9,2/24/1992 2:37:10 PM
sec_side_10_side,2,9/24/2017 1:37:27 PM
sec_side_35_side,2,8/31/1951 4:29:16 AM
sec_side_26_side,5,8/31/1960 1:50:02 PM
sec_side_27_side,2,6/4/1967 7:57:36 AM
sec_side_14_side,9,5/1/1981 12:51:40 PM
sec_club_33_club,10,3/17/1999 5:09:15 AM
sec_end_40_end,10,1/7/1982 2:47:30 AM
sec_side_15_side,5,10/23/1996 12:03:01 PM
sec_end_1_end,6,10/5/1963 8:17:43 AM
sec_side_10_side,4,2/5/1958 11:51:35 AM
sec_corner_5_corner,1,5/5/1961 9:40:44 AM
sec_side_16_side,4,12/25/1978 1:29:06 PM
sec_side_14_side,1,10/28/1999 10:17:22 PM
sec_side_27_side,1,4/7/1996 4:18:53 AM
sec_end_22_end,8,8/27/1956 8:35:25 AM
sec_corner_3_corner,1,2/21/1941 6:52:07 PM
sec_side_29_side,8,1/1/1955 3:53:42 PM
sec_club_30_club,10,11/27/1958 6:18:41 PM
sec_side_12_side,1,8/20/1982 7:51:45 PM
sec_side_12_side,4,8/1/1940 1:22:11 AM
sec_corner_18_corner,10,1/30/2016 3:44:15 AM
sec_side_29_side,8,10/22/1958 7:22:52 AM
sec_club_31_club,2,10/28/2018 8:19:11 AM
sec_side_13_side,9,5/21/2014 12:02:05 AM
sec_side_7_side,5,9/4/1997 11:05:34 AM
sec_side_11_side,8,11/22/1996 4:19:03 AM
sec_side_34_side,10,10/15/1964 6:36:46 AM
sec_corner_38_corner,9,10/8/1982 1:16:25 AM
sec_pref_32_pref,2,1/30/2014 2:51:52 PM
sec_side_8_side,9,1/20/1950 10:02:24 PM
sec_corner_23_corner,9,10/4/2003 5:36:07 PM
sec_clb_aut_clb_aut,9,11/17/1990 6:32:42 PM
sec_side_8_side,6,9/24/2004 4:44:37 AM
sec_corner_3_corner,6,10/13/2013 2:57:58 PM
sec_end_20_end,8,6/8/1970 5:04:56 PM
sec_corner_17_corner,10,11/13/2000 1:14:11 AM
sec_corner_39_corner,10,9/1/1989 12:15:27 AM
sec_club_33_club,3,3/30/2014 4:39:12 AM
sec_side_36_side,8,8/9/2018 6:12:53 AM
sec_clb_aut_clb_aut,10,4/15/1955 8:51:55 PM
sec_side_35_side,6,4/23/1957 12:38:46 AM
sec_corner_5_corner,4,7/19/1976 4:57:32 AM
sec_end_20_end,3,6/22/1973 7:06:59 AM
sec_corner_19_corner,4,2/20/1982 12:41:16 PM
sec_side_10_side,8,3/30/1955 1:31:23 AM
sec_end_21_end,7,5/12/2010 6:06:13 PM
sec_corner_4_corner,7,10/22/2010 7:12:48 PM
sec_corner_38_corner,7,2/9/1992 6:28:32 AM
sec_corner_39_corner,5,2/23/1974 9:20:08 PM
sec_pref_31_pref,8,11/9/1941 5:39:35 AM
sec_corner_19_corner,5,10/14/2002 2:58:01 PM
sec_club_30_club,7,6/20/1998 9:34:07 PM
sec_end_20_end,5,3/2/1953 5:52:39 AM
sec_pref_32_pref,2,4/7/1992 3:53:05 PM
sec_corner_6_corner,5,12/22/1973 9:44:17 AM
sec_corner_18_corner,7,11/11/1993 1:11:33 PM
sec_corner_6_corner,2,12/6/1998 10:56:56 PM
sec_sro_sro,6,8/11/2005 8:34:00 AM
sec_pref_31_pref,10,6/2/1987 7:30:22 PM
sec_pref_34_pref,3,9/17/2013 10:38:14 PM
sec_club_30_club,10,12/5/1987 2:32:46 AM
sec_corner_23_corner,4,1/24/1982 10:17:36 AM
sec_pref_28_pref,8,4/18/1964 6:56:31 AM
sec_side_35_side,6,3/17/2004 7:35:12 PM
sec_pref_31_pref,3,2/18/1942 4:45:02 PM
sec_club_31_club,8,7/6/2018 2:38:39 PM
sec_corner_4_corner,8,10/19/1982 6:39:09 PM
sec_corner_25_corner,9,1/12/2008 9:04:37 AM
sec_corner_24_corner,5,10/10/1983 11:23:43 AM
sec_corner_5_corner,6,11/11/1946 5:14:37 AM
sec_corner_4_corner,3,3/26/1954 5:03:03 AM
sec_side_27_side,6,2/20/1945 2:46:18 AM
sec_side_13_side,8,4/16/1949 2:27:06 PM
sec_side_16_side,2,3/2/1948 3:16:50 AM
sec_cb_cb,10,12/21/1979 3:59:52 PM
sec_club_30_club,8,3/19/2013 12:19:43 AM
sec_club_31_club,10,7/7/2003 7:57:14 PM
sec_side_7_side,4,4/24/2006 3:53:18 AM
sec_side_11_side,8,5/18/1949 1:37:55 PM
sec_corner_38_corner,8,4/15/1967 2:07:15 AM
sec_pref_31_pref,5,7/12/1993 6:11:04 PM
sec_side_29_side,3,5/15/1955 7:13:24 AM
sec_side_36_side,5,5/6/1982 1:22:24 AM
sec_side_8_side,4,5/11/1969 8:36:24 PM
sec_end_22_end,2,9/15/1966 8:53:04 AM
sec_pref_31_pref,2,6/11/1945 7:11:04 PM
sec_club_32_club,10,3/10/1980 9:17:13 AM
sec_side_8_side,6,12/17/1986 4:41:08 AM
sec_corner_6_corner,5,5/17/2017 10:15:40 AM
sec_side_7_side,2,12/26/1965 3:15:14 PM
sec_pref_30_pref,5,4/23/1982 2:53:45 PM
sec_side_33_side,8,6/24/1948 4:54:57 PM
sec_corner_17_corner,3,7/2/1957 9:00:33 AM
sec_corner_17_corner,10,5/31/1969 12:13:07 PM
sec_corner_37_corner,9,4/3/2010 5:04:17 PM
sec_pref_30_pref,8,1/8/1959 7:04:03 PM
sec_pref_28_pref,4,1/19/1975 3:04:25 PM
sec_corner_17_corner,10,12/29/2007 5:43:30 AM
sec_pref_34_pref,7,7/9/1993 5:36:57 AM
sec_side_28_side,5,6/28/1944 3:16:44 AM
sec_club_29_club,8,9/29/2017 7:39:41 PM
sec_side_27_side,2,1/6/2002 3:19:40 PM
sec_corner_5_corner,5,12/16/1947 4:50:22 AM
sec_end_21_end,6,6/11/2015 9:21:27 PM
sec_end_21_end,8,5/20/2006 10:23:56 AM
sec_side_36_side,5,1/5/1965 11:44:33 AM
sec_end_22_end,10,3/21/1984 5:25:17 PM
sec_side_27_side,2,1/23/2009 9:18:07 PM
sec_side_33_side,8,1/24/2012 9:54:43 PM
sec_pref_28_pref,4,1/22/1983 2:18:19 PM
sec_corner_38_corner,8,3/24/1989 10:41:05 PM
sec_pref_34_pref,7,3/15/1940 5:53:16 AM
sec_pref_31_pref,8,2/23/1940 10:15:13 PM
sec_corner_3_corner,7,11/17/2004 8:58:44 AM
sec_corner_18_corner,5,9/7/1978 7:22:26 AM
sec_side_12_side,1,6/13/1970 9:04:16 PM
sec_corner_39_corner,2,6/28/1974 11:44:22 AM
sec_side_29_side,10,12/27/1948 7:45:53 PM
sec_side_14_side,3,2/12/2012 12:51:52 PM
sec_pref_34_pref,4,2/7/1995 4:49:05 PM
sec_cb_cb,3,5/29/1942 12:32:03 PM
sec_side_11_side,9,11/10/1966 4:01:34 AM
sec_club_33_club,6,11/9/1979 8:09:11 AM
sec_club_31_club,3,4/27/2018 12:14:29 PM
sec_end_40_end,7,1/26/1973 2:54:26 PM
sec_side_16_side,5,12/8/1985 4:56:33 PM
sec_corner_6_corner,2,6/13/2004 8:47:19 AM
sec_pref_30_pref,3,5/28/1984 2:56:20 AM
sec_side_33_side,8,3/29/1968 7:56:52 AM
sec_clb_aut_clb_aut,9,7/9/2003 3:33:44 PM
sec_pref_34_pref,3,11/4/1986 3:55:38 AM
sec_corner_23_corner,8,10/10/2016 9:42:22 PM
sec_end_20_end,4,6/13/1953 3:07:09 AM
sec_club_32_club,1,10/18/1981 10:55:55 AM
sec_pref_31_pref,3,4/22/2013 10:31:28 PM
sec_side_9_side,10,10/23/1977 3:28:12 PM
sec_sro_sro,4,7/13/1986 3:22:25 AM
sec_club_30_club,7,7/11/1983 12:46:20 PM
sec_club_32_club,8,10/29/2004 9:54:09 PM
sec_club_32_club,5,7/15/1959 8:01:03 PM
sec_side_15_side,9,4/6/1952 7:39:00 AM
sec_side_9_side,5,3/7/1957 4:49:43 PM
sec_end_20_end,9,10/27/1989 3:58:22 PM
sec_club_32_club,9,11/25/1986 8:19:29 PM
sec_side_34_side,10,3/20/1957 2:47:57 AM
sec_side_14_side,9,4/29/1946 1:40:56 PM
sec_pref_34_pref,7,6/7/1958 4:02:50 AM
sec_end_20_end,6,7/1/1985 7:19:58 AM
sec_side_7_side,1,9/24/2003 5:14:31 AM
sec_pref_28_pref,2,1/31/1987 12:19:22 PM
sec_side_13_side,9,4/25/2013 10:41:44 PM
sec_end_2_end,9,11/16/1990 2:04:25 AM
sec_side_13_side,10,7/3/1953 10:50:34 PM
sec_side_15_side,2,7/9/1995 8:29:09 AM
sec_side_34_side,6,7/26/1980 10:49:53 AM
sec_side_15_side,1,2/6/1980 3:10:03 PM
sec_side_35_side,4,8/9/1991 8:04:21 PM
sec_end_2_end,4,8/30/1946 2:47:34 PM
sec_side_36_side,7,3/30/2017 7:29:41 AM
sec_club_31_club,1,9/14/1986 10:26:10 PM
sec_cb_cb,2,1/15/1942 6:58:25 AM
sec_end_1_end,6,6/5/1950 9:18:38 PM
sec_corner_37_corner,5,7/27/1975 5:33:48 AM
sec_corner_6_corner,2,9/18/1967 2:41:18 AM
sec_corner_37_corner,3,3/16/1994 4:15:09 PM
sec_side_16_side,8,10/7/1945 6:12:47 PM
sec_club_29_club,6,6/25/1993 11:42:17 AM
sec_side_13_side,4,10/9/1977 3:53:17 PM
sec_cb_cb,6,7/11/1979 1:07:27 AM
sec_end_2_end,2,8/17/1960 4:51:42 PM
sec_side_14_side,8,8/19/1981 1:34:14 PM
sec_club_32_club,9,10/26/1940 4:44:59 AM
sec_side_36_side,9,2/19/2018 2:42:09 PM
sec_end_1_end,9,8/26/2001 4:54:10 AM
sec_side_8_side,3,9/28/1976 8:08:36 PM
sec_club_32_club,7,7/25/2001 10:37:29 PM
sec_sro_sro,8,5/21/1961 2:19:30 AM
sec_corner_6_corner,3,4/12/1948 3:27:40 AM
sec_clb_aut_clb_aut,10,8/11/1982 11:10:20 AM
sec_end_21_end,5,3/21/2010 12:03:10 AM
sec_corner_24_corner,5,1/26/1954 7:04:31 AM
sec_end_40_end,9,2/4/1962 2:13:55 AM
sec_side_33_side,3,6/3/2018 5:55:59 PM
sec_pref_31_pref,4,1/23/2006 12:42:10 PM
sec_sro_sro,6,9/24/1990 3:40:29 AM
sec_corner_39_corner,10,8/12/1986 12:48:39 AM
sec_pref_32_pref,9,3/2/1991 10:48:15 AM
sec_corner_37_corner,3,8/4/2017 1:28:48 PM
sec_corner_37_corner,5,10/24/1968 10:13:43 AM
sec_corner_18_corner,5,5/16/1987 2:49:05 AM
sec_corner_19_corner,2,3/18/1967 7:52:39 AM
sec_side_35_side,4,12/3/1972 2:11:47 PM
sec_side_10_side,10,12/7/1982 4:14:11 PM
sec_club_29_club,8,4/2/1974 1:56:41 PM
sec_club_30_club,2,12/13/1984 12:59:13 PM
sec_side_15_side,9,3/4/2000 10:56:20 AM
sec_side_35_side,4,12/1/1973 6:28:33 AM
sec_corner_5_corner,4,7/15/1948 11:11:30 AM
sec_sro_sro,6,7/18/1994 9:16:57 AM
sec_corner_39_corner,3,6/8/1997 9:41:52 AM
sec_end_1_end,1,1/30/1968 8:22:21 AM
sec_pref_32_pref,3,1/17/1999 2:39:22 PM
sec_corner_5_corner,8,3/18/1985 7:00:39 AM
sec_club_32_club,1,4/23/2014 3:26:07 PM
sec_end_1_end,9,7/14/1942 9:12:55 PM
sec_club_31_club,2,8/13/1987 4:57:20 PM
sec_club_30_club,1,11/20/2000 7:43:27 AM
